Species,Fishing.Area,Month,Weight.g,Length.cm,Width.cm,Height.cm,Age.years,Quality.Score,Season.Availability,Cost.TL,Wind.Speed.kmh,Sea.Surface.Temp.C,Active.Fishing.Days,Production.Volume.tonnes,Fishing.Ban.Flag,Price.TL
Palamut (Bonito),Aegean Sea,10,740.93,42.78,6.22,5.65,13,90.64,0.74,57.35,55.24,24.88,14,1245.39,0,340.95
Çipura (Sea Bream),Aegean Sea,12,392.42,23.15,3.22,3.36,8,97.88,0.53,51.95,45.02,21.5,16,2905.18,0,270.11
Lüfer (Bluefish),Aegean Sea,11,526.77,33.15,4.82,3.76,3,88.53,0.98,45.66,8.19,18.76,25,2398.91,0,481.01
Çipura (Sea Bream),Black Sea,10,542.15,30.99,4.29,4.5,8,96.04,0.7,60.31,45.06,11.69,16,1830.63,0,314.4
Lüfer (Bluefish),Mediterranean Sea,3,519.19,30.38,3.4,4.86,15,89.28,0.7,46.21,19.75,25.05,27,2998.64,0,296.86
Levrek (Sea Bass),Mediterranean Sea,9,568.18,33.5,4.69,3.93,17,98.83,0.69,63.08,7.49,24.52,26,3314.64,0,214.25
Kalkan (Turbot),Marmara Sea,4,699.17,39.27,5.53,5.59,1,100.0,0.75,70.94,77.62,22.4,10,1496.95,0,420.9
Lüfer (Bluefish),Black Sea,2,605.99,35.94,5.35,4.12,9,88.46,0.46,54.85,26.55,18.29,18,3037.84,0,258.11
Hamsi (Anchovy),Mediterranean Sea,6,141.78,7.68,1.17,1.41,13,88.42,0.43,22.61,67.37,18.58,10,1538.62,1,206.92
Kalkan (Turbot),Black Sea,8,747.16,41.53,6.19,5.74,1,100.0,0.66,72.9,15.71,12.68,25,5000.0,0,307.82
Kalkan (Turbot),Mediterranean Sea,11,746.49,42.33,5.81,4.47,13,81.5,0.7,57.61,63.82,21.47,10,1607.35,0,326.68
Levrek (Sea Bass),Marmara Sea,5,681.54,38.03,5.28,5.47,9,99.42,0.34,63.66,66.1,14.88,10,868.33,0,223.82
Levrek (Sea Bass),Black Sea,8,424.44,24.14,3.92,2.98,9,83.38,0.38,46.56,73.24,14.84,10,973.34,0,226.28
Kalkan (Turbot),Marmara Sea,2,620.38,37.95,5.3,4.69,16,85.19,0.62,56.13,12.74,23.99,25,4121.5,0,257.41
İstavrit (Horse Mackerel),Marmara Sea,12,390.91,22.66,2.54,3.67,1,93.49,0.55,38.84,55.24,22.11,15,1383.89,0,311.49
İstavrit (Horse Mackerel),Mediterranean Sea,2,260.57,13.18,2.59,1.51,19,84.34,0.68,34.32,13.15,16.69,26,5000.0,0,180.0
Levrek (Sea Bass),Aegean Sea,8,439.54,22.65,3.53,4.56,1,100.0,0.73,57.58,59.44,12.58,14,1216.67,0,437.81
Levrek (Sea Bass),Aegean Sea,10,490.04,26.25,4.15,3.23,6,100.0,0.34,48.25,24.09,21.96,23,4392.64,0,210.53
Kalkan (Turbot),Marmara Sea,8,739.3,42.5,5.54,5.31,2,92.85,0.38,69.44,42.11,15.47,21,2204.09,0,342.2
Levrek (Sea Bass),Mediterranean Sea,12,469.7,27.7,3.37,3.32,4,86.12,0.58,59.79,49.11,25.29,11,1837.42,0,295.52
Hamsi (Anchovy),Mediterranean Sea,2,101.65,5.71,1.22,1.0,1,99.86,0.84,25.85,48.58,16.57,15,2176.08,0,369.59
Palamut (Bonito),Marmara Sea,7,541.39,30.49,4.77,4.35,17,91.59,0.73,43.05,58.43,21.87,16,3195.49,0,290.93
Kalkan (Turbot),Black Sea,6,630.14,35.14,4.68,4.81,5,95.95,0.72,71.07,8.22,12.32,28,2387.02,1,366.16
Levrek (Sea Bass),Black Sea,9,411.07,22.51,3.35,3.18,10,95.96,0.36,59.18,53.83,18.4,11,1513.27,0,219.96
Kalkan (Turbot),Black Sea,3,775.98,44.41,6.43,5.83,2,92.99,0.71,74.53,32.58,18.92,17,3256.79,0,415.79
Levrek (Sea Bass),Mediterranean Sea,10,636.02,37.94,5.05,5.43,12,87.01,0.44,70.43,18.28,24.32,26,3094.07,0,253.62
İstavrit (Horse Mackerel),Aegean Sea,8,382.32,23.19,3.56,3.12,7,94.15,0.74,35.82,10.38,21.58,28,5000.0,0,336.54
Kalkan (Turbot),Marmara Sea,8,773.08,41.31,6.59,6.2,10,96.76,0.46,71.22,50.17,14.87,16,2687.17,0,318.9
Hamsi (Anchovy),Mediterranean Sea,1,138.34,7.56,0.5,1.51,19,81.64,0.87,35.44,18.51,24.59,26,5000.0,0,201.86
Hamsi (Anchovy),Mediterranean Sea,2,108.06,8.11,0.85,1.55,11,92.19,0.84,27.58,22.11,27.99,25,2733.02,0,273.88
Lüfer (Bluefish),Marmara Sea,5,636.84,36.68,5.17,5.75,16,80.67,0.5,47.88,44.85,19.95,16,1797.29,0,245.43
Levrek (Sea Bass),Aegean Sea,3,420.9,24.6,3.47,3.57,13,94.49,0.41,55.7,75.41,22.66,10,1121.73,0,242.93
Levrek (Sea Bass),Aegean Sea,7,481.4,27.85,4.3,3.95,5,100.0,0.68,52.82,74.93,13.12,10,1883.12,0,340.86
Kalkan (Turbot),Aegean Sea,12,616.79,33.25,4.96,4.83,3,100.0,0.44,62.74,23.06,22.85,19,2128.52,0,263.9
Palamut (Bonito),Marmara Sea,11,788.86,46.8,6.19,5.97,10,90.29,0.51,61.47,44.24,14.89,18,1883.37,0,285.04
Çipura (Sea Bream),Black Sea,3,459.31,28.41,3.32,3.31,1,100.0,0.56,45.04,23.93,11.75,23,3044.48,0,330.28
Levrek (Sea Bass),Black Sea,2,699.05,38.75,4.71,5.46,15,85.74,0.56,58.9,10.61,14.73,27,3748.85,0,226.74
Çipura (Sea Bream),Mediterranean Sea,8,492.75,27.91,3.72,3.51,3,99.88,0.93,60.05,74.73,18.56,10,1864.43,1,455.41
Palamut (Bonito),Black Sea,9,724.34,43.89,5.91,5.25,5,98.56,0.35,69.85,57.28,20.19,16,3072.26,0,287.65
İstavrit (Horse Mackerel),Mediterranean Sea,11,240.59,15.76,2.05,1.65,3,100.0,0.57,43.65,10.57,27.99,25,2948.1,0,302.54
İstavrit (Horse Mackerel),Mediterranean Sea,2,336.3,19.07,2.89,3.42,18,88.57,0.72,55.09,63.81,22.94,10,881.05,0,268.71
Lüfer (Bluefish),Black Sea,3,609.36,32.28,4.73,4.75,19,73.75,0.71,56.74,41.56,12.21,16,1310.93,0,270.54
Levrek (Sea Bass),Aegean Sea,5,413.9,23.72,3.0,3.55,8,92.94,0.43,56.27,24.87,14.81,23,2792.59,0,214.36
Çipura (Sea Bream),Marmara Sea,5,454.0,27.04,3.42,3.63,16,94.06,0.54,54.5,26.02,14.57,23,2335.73,0,294.34
Palamut (Bonito),Black Sea,12,779.79,44.87,6.05,6.13,7,88.84,0.61,75.63,10.3,18.32,26,4651.96,0,320.58
Kalkan (Turbot),Marmara Sea,3,730.24,43.31,5.19,6.52,5,98.35,0.73,59.29,78.15,20.72,10,886.2,0,393.02
Kalkan (Turbot),Aegean Sea,7,663.39,38.08,5.33,4.83,14,89.87,0.69,49.88,31.5,13.19,20,2468.76,0,309.83
Palamut (Bonito),Aegean Sea,11,786.42,45.36,6.15,5.92,9,100.0,0.53,75.92,61.15,21.38,11,1732.29,0,352.39
Hamsi (Anchovy),Marmara Sea,9,145.19,9.01,1.48,2.46,4,93.46,0.61,38.54,40.44,22.85,19,2050.79,0,278.09
İstavrit (Horse Mackerel),Marmara Sea,12,303.31,19.86,2.99,1.79,17,100.0,0.32,38.81,8.5,13.11,28,4134.1,0,180.0
Levrek (Sea Bass),Marmara Sea,8,554.6,30.36,4.11,4.19,1,98.96,0.57,59.25,30.41,17.84,17,2495.49,0,319.27
Lüfer (Bluefish),Marmara Sea,7,583.06,34.33,4.97,4.24,5,100.0,0.52,50.28,59.41,15.24,12,2169.86,0,342.36
Kalkan (Turbot),Aegean Sea,7,755.82,44.27,6.46,5.93,9,92.99,0.45,74.23,8.5,16.21,26,2008.49,0,283.06
Kalkan (Turbot),Mediterranean Sea,8,760.58,40.46,5.71,5.33,18,83.65,0.67,67.9,65.07,19.45,10,1320.71,1,319.44
Levrek (Sea Bass),Marmara Sea,6,632.08,35.66,4.56,4.48,16,87.56,0.4,61.18,53.35,17.27,13,1178.37,0,229.94
Lüfer (Bluefish),Aegean Sea,1,465.13,28.63,3.77,3.77,10,98.18,0.31,42.89,20.45,14.62,24,1908.93,0,215.87
Palamut (Bonito),Mediterranean Sea,3,770.02,45.12,5.61,6.78,19,80.41,0.41,75.49,21.37,19.34,22,3487.02,0,211.14
Levrek (Sea Bass),Mediterranean Sea,11,673.18,38.56,5.09,5.06,19,91.39,0.44,60.18,45.69,16.06,16,1479.02,0,229.4
Çipura (Sea Bream),Aegean Sea,11,515.99,28.95,3.97,3.34,2,100.0,0.66,57.24,26.76,15.05,22,1925.01,0,389.84
Hamsi (Anchovy),Aegean Sea,10,144.56,7.86,1.02,2.0,6,95.34,0.5,42.12,13.26,14.61,23,2264.36,0,295.89
Levrek (Sea Bass),Aegean Sea,11,484.37,28.75,3.73,4.05,18,89.31,0.54,54.19,28.51,18.87,23,1959.06,0,236.91
Çipura (Sea Bream),Aegean Sea,6,528.3,33.18,4.27,4.73,1,97.36,0.97,55.29,60.62,21.92,14,2552.91,0,476.71
Lüfer (Bluefish),Mediterranean Sea,11,691.51,37.79,5.82,4.75,2,90.08,0.82,50.01,6.18,17.08,27,3362.41,0,420.01
Çipura (Sea Bream),Marmara Sea,3,521.85,31.16,4.09,4.44,9,94.26,0.51,65.56,22.94,12.95,22,3577.54,0,292.57
İstavrit (Horse Mackerel),Aegean Sea,1,323.98,18.71,3.08,2.8,19,69.21,0.62,52.51,70.88,22.01,10,1256.74,0,191.18
İstavrit (Horse Mackerel),Mediterranean Sea,5,249.38,13.26,1.96,2.4,1,99.28,0.35,33.12,8.93,22.44,25,5000.0,0,238.99
İstavrit (Horse Mackerel),Marmara Sea,1,293.71,18.53,2.24,1.18,14,76.6,0.38,37.65,48.39,12.03,10,1414.26,0,180.0
Palamut (Bonito),Aegean Sea,12,589.62,35.89,4.68,4.93,3,96.12,0.46,46.49,38.82,13.53,18,2860.59,0,304.14
Çipura (Sea Bream),Mediterranean Sea,2,566.93,29.35,3.99,4.68,19,94.25,0.52,61.96,52.72,23.17,16,1628.74,0,251.02
Lüfer (Bluefish),Aegean Sea,8,646.38,38.49,5.18,4.95,13,100.0,0.4,67.4,23.84,21.54,22,3186.77,1,180.0
Palamut (Bonito),Marmara Sea,6,708.81,40.88,5.73,5.6,3,100.0,0.74,62.38,69.76,14.54,10,994.45,0,405.39
Kalkan (Turbot),Marmara Sea,10,649.51,36.87,5.39,5.02,1,97.34,0.52,69.12,76.15,15.66,10,1639.44,0,308.84
Lüfer (Bluefish),Black Sea,3,584.36,35.46,4.89,5.02,3,82.15,0.5,48.06,74.26,18.13,10,1832.87,0,297.71
Levrek (Sea Bass),Mediterranean Sea,7,603.51,35.55,4.94,4.18,19,86.8,0.52,51.27,50.93,26.72,14,1870.29,0,250.12
Levrek (Sea Bass),Mediterranean Sea,11,465.43,26.99,3.72,3.87,11,76.17,0.69,56.64,32.58,16.56,21,3660.7,0,281.5
Lüfer (Bluefish),Mediterranean Sea,2,491.25,26.7,4.02,4.73,2,100.0,0.6,40.3,38.19,18.69,16,3228.82,0,317.52
Levrek (Sea Bass),Black Sea,8,530.45,32.98,3.72,4.27,13,86.38,0.74,59.99,28.31,9.07,23,4849.75,0,313.31
Palamut (Bonito),Black Sea,11,568.44,34.37,4.67,4.29,3,97.4,0.41,53.94,64.05,19.62,13,1628.44,0,333.82
Çipura (Sea Bream),Black Sea,9,373.78,23.31,3.2,3.11,18,86.16,0.52,52.63,12.84,13.67,27,3922.41,0,180.0
İstavrit (Horse Mackerel),Black Sea,12,333.88,20.62,3.24,2.96,18,85.87,0.33,39.35,25.97,21.88,24,2709.45,0,180.0
Palamut (Bonito),Aegean Sea,11,695.27,36.36,5.66,5.27,2,100.0,0.64,57.93,49.46,13.79,11,1981.33,0,408.53
Kalkan (Turbot),Marmara Sea,5,666.06,36.58,5.77,5.26,4,86.76,0.44,65.1,41.44,19.34,17,2392.25,0,274.43
Lüfer (Bluefish),Black Sea,9,457.59,25.58,3.55,4.03,16,72.07,0.89,61.92,15.99,21.96,24,4962.93,0,259.64
Palamut (Bonito),Aegean Sea,4,694.44,40.16,5.19,4.82,8,100.0,0.62,66.23,61.91,20.65,12,2241.24,0,329.32
Çipura (Sea Bream),Black Sea,9,419.3,23.34,3.08,3.21,13,100.0,0.59,42.82,38.21,8.66,19,1996.02,0,271.89
İstavrit (Horse Mackerel),Black Sea,2,266.5,15.71,1.63,2.93,17,85.1,0.57,47.18,37.44,15.49,19,3690.77,0,180.0
Lüfer (Bluefish),Mediterranean Sea,9,507.28,29.87,3.95,4.96,9,98.31,0.99,44.25,79.19,18.37,10,886.92,0,437.67
Çipura (Sea Bream),Aegean Sea,2,491.76,30.92,3.83,3.69,8,89.39,0.41,41.81,72.67,23.0,10,1007.45,0,257.95
İstavrit (Horse Mackerel),Marmara Sea,8,225.36,14.78,1.24,2.13,5,90.11,0.57,41.88,70.54,13.09,10,1105.76,0,259.93
Lüfer (Bluefish),Marmara Sea,11,666.36,37.65,4.94,5.38,13,88.26,0.89,72.14,52.78,15.48,13,1759.74,0,355.31
Lüfer (Bluefish),Aegean Sea,10,550.11,32.68,3.93,4.59,7,94.28,0.86,53.63,45.88,14.58,17,2170.79,0,428.57
Levrek (Sea Bass),Mediterranean Sea,3,603.0,34.27,4.74,4.43,16,76.86,0.43,54.79,62.28,18.38,10,785.4,0,180.0
Lüfer (Bluefish),Marmara Sea,12,640.67,36.98,4.7,5.05,16,100.0,0.57,54.61,56.01,17.53,14,1885.23,0,275.2
Levrek (Sea Bass),Black Sea,7,687.77,39.14,4.97,5.61,12,89.2,0.54,68.41,39.44,15.11,19,1470.68,0,258.08
İstavrit (Horse Mackerel),Mediterranean Sea,11,328.04,20.86,2.14,1.79,3,89.5,0.56,47.17,65.61,19.37,16,2536.43,0,300.19
Palamut (Bonito),Marmara Sea,10,507.36,29.88,3.86,4.02,14,100.0,0.62,50.63,28.64,12.25,19,3015.22,0,282.5
İstavrit (Horse Mackerel),Marmara Sea,6,394.88,22.73,3.49,2.78,7,96.32,0.52,56.64,30.93,12.97,24,3635.22,0,244.52
Kalkan (Turbot),Marmara Sea,3,770.55,42.5,5.37,5.79,17,86.35,0.43,59.44,63.05,14.02,10,951.9,0,251.89
Levrek (Sea Bass),Aegean Sea,8,601.32,36.66,5.31,5.28,10,100.0,0.69,46.02,16.0,15.77,25,1908.95,0,335.22
Levrek (Sea Bass),Marmara Sea,11,554.13,34.18,4.42,4.71,17,81.47,0.71,46.13,73.25,20.17,10,1892.7,0,295.45
Levrek (Sea Bass),Marmara Sea,10,621.97,37.08,4.11,4.3,1,92.53,0.31,61.36,9.0,19.7,28,3549.11,0,242.72
Lüfer (Bluefish),Mediterranean Sea,7,604.96,35.76,5.31,5.05,11,68.55,0.74,63.41,6.2,16.67,27,5000.0,0,276.43
Kalkan (Turbot),Marmara Sea,11,717.36,43.87,5.25,4.55,3,100.0,0.37,61.23,43.08,24.51,18,3258.93,0,331.93
Lüfer (Bluefish),Aegean Sea,4,505.94,29.09,3.98,4.27,8,100.0,0.44,41.75,31.09,23.44,21,3812.97,0,256.32
Çipura (Sea Bream),Black Sea,10,562.15,33.3,4.19,4.99,5,100.0,0.45,45.3,31.62,13.76,22,2472.14,0,255.05
Levrek (Sea Bass),Marmara Sea,6,470.47,26.16,4.01,3.51,18,84.27,0.49,44.37,37.32,22.43,19,1497.45,0,196.71
Hamsi (Anchovy),Marmara Sea,3,117.62,6.16,0.92,1.56,16,82.52,0.37,40.84,48.51,19.6,13,2078.77,0,180.0
Hamsi (Anchovy),Black Sea,6,161.87,8.57,1.25,1.05,16,85.07,0.31,23.61,74.36,10.69,10,750.49,0,180.0
Levrek (Sea Bass),Black Sea,7,695.44,38.72,5.51,5.12,17,80.9,0.4,51.11,69.29,12.67,10,1879.46,0,186.03
Levrek (Sea Bass),Aegean Sea,1,563.78,33.65,4.35,4.01,7,96.8,0.63,48.45,39.83,13.01,17,3524.75,0,326.05
Palamut (Bonito),Mediterranean Sea,12,543.86,30.55,4.07,4.44,3,86.61,0.62,51.68,10.69,21.33,25,3757.58,0,344.56
Palamut (Bonito),Black Sea,9,608.5,33.49,4.87,3.55,10,91.31,0.73,51.08,48.99,10.73,13,2347.83,0,309.19
Lüfer (Bluefish),Marmara Sea,10,605.59,37.73,5.0,5.14,18,77.34,0.94,64.98,49.57,16.03,14,1439.93,0,371.42
Levrek (Sea Bass),Mediterranean Sea,7,519.27,30.59,3.95,3.46,5,95.09,0.47,54.18,13.07,24.41,28,2645.89,0,304.72
Kalkan (Turbot),Mediterranean Sea,7,652.96,39.56,5.28,5.34,9,77.5,0.3,49.53,25.62,21.38,21,3239.22,0,220.53
Hamsi (Anchovy),Marmara Sea,2,171.37,10.2,2.39,1.19,4,100.0,0.8,32.36,33.21,19.21,20,3058.85,0,357.55
Palamut (Bonito),Black Sea,6,765.06,45.63,6.07,5.86,8,100.0,0.59,66.45,12.97,14.25,26,3429.85,0,371.77
Hamsi (Anchovy),Black Sea,11,168.48,6.65,2.13,1.73,8,93.96,0.91,24.46,29.51,20.43,23,3215.34,0,356.58
Çipura (Sea Bream),Black Sea,6,425.98,23.18,3.45,3.21,10,92.52,0.93,51.38,45.61,17.1,16,3275.23,0,331.36
Levrek (Sea Bass),Black Sea,9,530.41,29.8,4.07,4.46,13,93.86,0.33,58.21,75.1,8.41,10,1131.72,0,209.47
Kalkan (Turbot),Marmara Sea,12,627.07,36.05,5.09,5.79,1,87.92,0.75,70.57,28.34,16.14,23,1871.94,0,394.23
İstavrit (Horse Mackerel),Aegean Sea,10,270.27,18.14,2.53,1.82,11,85.71,0.5,44.58,46.66,20.27,15,1330.6,0,189.52
Lüfer (Bluefish),Mediterranean Sea,3,583.76,34.8,4.32,5.15,9,95.65,0.47,48.79,35.34,18.21,19,3327.32,0,249.01
Kalkan (Turbot),Aegean Sea,6,728.17,43.78,5.37,5.26,6,84.24,0.53,53.25,46.36,17.26,14,2022.58,0,346.89
Lüfer (Bluefish),Marmara Sea,9,638.49,38.98,4.73,4.61,10,87.8,0.85,64.84,54.91,17.97,15,2877.55,0,353.12
Çipura (Sea Bream),Marmara Sea,10,555.49,32.66,4.62,4.43,8,100.0,0.62,54.98,54.69,22.11,13,2449.39,0,319.45
Kalkan (Turbot),Black Sea,8,608.66,36.4,4.93,3.91,13,78.73,0.73,67.42,47.99,16.93,13,1618.17,0,315.18
Lüfer (Bluefish),Black Sea,3,601.19,36.63,5.25,5.24,4,82.24,0.46,53.51,14.28,21.8,28,5000.0,0,256.84
Kalkan (Turbot),Mediterranean Sea,10,636.97,38.59,4.02,4.82,4,90.98,0.38,51.38,52.73,22.41,12,945.48,0,289.96
Hamsi (Anchovy),Mediterranean Sea,3,112.51,7.81,0.47,0.59,5,81.21,0.39,24.41,42.63,26.62,14,1679.4,0,205.56
Palamut (Bonito),Mediterranean Sea,9,614.5,32.4,4.54,4.14,17,84.25,0.45,55.02,72.77,25.88,10,1156.92,0,185.18
Palamut (Bonito),Aegean Sea,9,543.04,33.39,3.7,4.11,18,85.69,0.67,45.98,61.0,15.27,12,1016.21,0,281.79
Levrek (Sea Bass),Marmara Sea,5,433.9,23.03,4.0,3.71,7,92.92,0.49,60.17,37.8,14.38,21,2122.78,0,236.85
Lüfer (Bluefish),Black Sea,4,485.85,29.33,3.97,3.97,13,86.9,0.63,56.45,12.98,14.97,25,4211.62,0,259.03
Kalkan (Turbot),Mediterranean Sea,3,602.2,36.49,5.06,4.44,16,97.23,0.49,61.2,27.93,24.99,25,4015.91,0,215.27
İstavrit (Horse Mackerel),Marmara Sea,1,220.92,12.09,1.92,1.9,4,89.63,0.44,33.56,29.99,22.07,25,5000.0,0,183.08
Kalkan (Turbot),Mediterranean Sea,9,639.01,36.22,5.09,5.25,13,93.53,0.35,52.83,60.85,26.27,13,1652.56,0,189.37
Palamut (Bonito),Black Sea,6,656.4,36.43,5.29,5.08,16,79.34,0.54,69.29,54.91,15.34,15,1756.38,0,246.4
Lüfer (Bluefish),Aegean Sea,1,502.63,28.52,4.13,4.08,4,99.37,0.47,41.67,58.12,12.11,14,2584.1,0,292.81
Levrek (Sea Bass),Black Sea,7,506.38,29.44,3.99,4.39,14,95.53,0.57,51.99,43.25,15.41,16,1620.22,0,222.2
Kalkan (Turbot),Mediterranean Sea,6,689.33,39.41,5.36,6.0,4,94.63,0.57,59.47,67.99,21.78,10,1628.22,0,351.4
İstavrit (Horse Mackerel),Marmara Sea,6,355.51,19.59,2.48,3.05,18,90.7,0.32,44.12,31.94,15.78,19,1492.81,0,180.0
İstavrit (Horse Mackerel),Mediterranean Sea,11,254.02,14.63,2.58,2.24,9,91.13,0.38,39.74,61.76,19.22,11,2069.61,0,200.03
Hamsi (Anchovy),Black Sea,10,162.46,10.72,1.03,1.55,4,91.65,0.52,46.6,53.55,9.28,14,1112.16,0,299.91
Levrek (Sea Bass),Marmara Sea,8,473.55,27.91,4.06,3.88,19,79.73,0.47,54.99,40.07,21.58,17,3459.56,0,180.0
Lüfer (Bluefish),Marmara Sea,9,483.07,24.71,4.96,4.71,12,79.5,0.83,49.64,13.76,18.91,26,5000.0,0,322.7
Çipura (Sea Bream),Aegean Sea,2,500.62,29.0,3.69,4.18,9,83.46,0.33,58.97,10.98,22.19,24,4771.54,0,203.97
Çipura (Sea Bream),Aegean Sea,9,392.42,22.98,3.47,3.13,7,91.57,0.32,57.79,32.57,13.98,19,3100.67,0,263.75
Palamut (Bonito),Mediterranean Sea,2,758.84,42.89,5.58,5.86,10,99.97,0.53,76.44,37.89,19.57,20,2941.2,0,313.57
Lüfer (Bluefish),Black Sea,5,470.22,28.25,3.42,4.1,18,82.77,0.33,40.99,71.79,20.67,10,1866.29,0,180.0
İstavrit (Horse Mackerel),Marmara Sea,11,214.72,10.84,2.21,2.44,2,97.25,0.42,50.3,49.28,23.07,14,1169.99,0,286.43
İstavrit (Horse Mackerel),Black Sea,1,240.79,13.74,1.89,2.28,16,91.58,0.57,42.9,17.01,20.77,22,4009.14,0,180.0
Levrek (Sea Bass),Mediterranean Sea,6,519.87,33.38,4.2,4.22,6,90.01,0.75,61.29,66.48,19.58,10,1574.43,0,349.31
Levrek (Sea Bass),Marmara Sea,2,627.61,36.78,4.69,4.79,16,74.57,0.61,64.98,47.13,16.21,18,1971.28,0,248.7
Lüfer (Bluefish),Marmara Sea,10,654.42,39.02,5.68,5.32,1,98.82,0.99,60.46,79.27,19.78,10,1030.24,0,495.8
Çipura (Sea Bream),Black Sea,12,490.28,31.23,3.57,3.88,7,87.23,0.53,53.57,51.86,13.51,13,2114.48,0,273.16
Palamut (Bonito),Marmara Sea,10,626.06,38.01,5.22,4.32,7,92.2,0.35,54.82,24.79,17.28,22,4833.13,0,293.9
Levrek (Sea Bass),Mediterranean Sea,4,565.3,32.32,4.43,4.58,11,93.73,0.51,61.37,8.51,20.02,27,2844.17,0,250.15
İstavrit (Horse Mackerel),Black Sea,2,329.33,19.54,3.26,2.68,17,83.39,0.47,55.04,22.27,15.06,22,1644.38,0,180.0
Hamsi (Anchovy),Aegean Sea,11,102.71,6.61,0.45,1.01,2,95.67,0.91,44.78,67.4,24.03,10,1719.86,0,347.27
Kalkan (Turbot),Black Sea,8,702.11,42.08,5.87,5.39,19,88.57,0.34,71.28,50.51,14.62,15,2068.72,0,180.0
Palamut (Bonito),Marmara Sea,9,724.31,39.93,5.4,5.51,2,93.91,0.38,57.24,35.61,16.43,21,2240.62,0,322.32
Lüfer (Bluefish),Black Sea,3,479.44,26.31,4.28,2.9,1,89.18,0.68,63.8,65.69,12.06,10,1523.99,0,363.59
Hamsi (Anchovy),Marmara Sea,12,135.55,8.09,1.32,2.03,3,94.62,1.0,40.9,68.52,21.71,10,1217.31,0,418.62
İstavrit (Horse Mackerel),Black Sea,3,390.87,23.41,3.26,2.78,12,88.32,0.49,48.64,78.39,18.49,10,1016.98,0,233.92
Çipura (Sea Bream),Aegean Sea,6,444.04,25.75,4.21,3.63,5,99.85,0.83,61.95,13.92,20.23,24,3689.83,0,394.46
Lüfer (Bluefish),Black Sea,11,627.33,36.04,4.31,4.25,3,100.0,0.94,59.08,54.35,12.18,12,1069.12,0,496.62
Palamut (Bonito),Mediterranean Sea,11,503.11,30.0,4.19,3.61,12,93.07,0.7,41.56,42.64,21.67,15,2039.13,0,280.91
Levrek (Sea Bass),Mediterranean Sea,6,635.7,36.09,5.37,5.77,12,100.0,0.33,69.59,33.67,19.5,17,2057.06,0,213.59
Lüfer (Bluefish),Aegean Sea,12,567.3,29.67,4.88,5.08,9,80.37,0.7,43.79,72.32,16.33,10,852.8,0,355.15
Palamut (Bonito),Mediterranean Sea,5,764.0,43.89,6.75,5.34,11,87.05,0.64,54.72,59.07,24.4,10,1055.29,1,281.93
Kalkan (Turbot),Aegean Sea,7,695.65,40.23,5.26,5.81,3,100.0,0.59,53.22,28.6,23.01,20,3635.14,0,373.68
Hamsi (Anchovy),Mediterranean Sea,12,163.01,8.62,1.36,1.77,13,100.0,1.0,27.67,62.3,26.04,15,1436.49,0,356.37
Levrek (Sea Bass),Black Sea,3,540.69,31.81,4.02,4.06,5,97.53,0.34,60.89,35.71,15.58,22,2168.19,0,245.2
Lüfer (Bluefish),Aegean Sea,2,512.22,31.55,4.4,4.17,6,100.0,0.65,54.82,43.67,22.35,15,1604.75,0,354.62
Kalkan (Turbot),Aegean Sea,1,781.39,43.62,6.35,6.86,5,95.6,0.61,55.32,57.85,21.9,12,1313.46,0,376.41
Çipura (Sea Bream),Black Sea,3,357.44,23.16,2.53,2.56,11,91.68,0.46,54.41,17.6,10.5,24,5000.0,0,180.0
Levrek (Sea Bass),Marmara Sea,2,587.51,33.27,5.02,4.67,8,93.64,0.46,62.3,17.31,16.88,22,2063.83,0,284.51
Çipura (Sea Bream),Black Sea,2,385.51,23.94,2.68,3.11,2,100.0,0.43,50.26,45.37,13.09,15,1727.57,0,308.78
Palamut (Bonito),Mediterranean Sea,2,539.39,30.75,4.34,4.83,11,83.39,0.3,66.83,67.12,21.46,10,1619.18,0,180.0
Palamut (Bonito),Marmara Sea,7,791.76,46.68,6.36,6.49,14,96.74,0.55,72.61,76.21,24.36,10,1277.25,0,284.39
Lüfer (Bluefish),Mediterranean Sea,10,657.63,40.48,6.29,4.91,13,99.28,0.87,60.5,67.8,18.09,10,1442.83,0,408.28
Çipura (Sea Bream),Black Sea,10,371.96,23.75,3.02,2.43,15,88.37,0.38,50.18,33.14,14.91,21,1971.92,0,180.0
İstavrit (Horse Mackerel),Marmara Sea,1,208.07,11.7,1.97,1.66,16,97.65,0.74,26.49,30.13,19.43,24,2356.26,0,250.74
Palamut (Bonito),Black Sea,9,793.28,46.29,6.4,5.51,12,83.76,0.67,58.52,12.44,16.49,27,2523.93,0,320.32
İstavrit (Horse Mackerel),Aegean Sea,6,255.16,14.18,2.04,2.72,12,88.11,0.67,45.66,38.74,13.58,14,2322.51,0,259.4
Palamut (Bonito),Mediterranean Sea,8,517.66,31.38,4.64,3.36,16,83.33,0.67,55.4,75.71,25.44,10,1169.24,1,244.3
Kalkan (Turbot),Black Sea,10,643.77,39.73,4.67,4.93,2,100.0,0.43,65.2,43.53,11.09,17,3335.02,0,293.66
Hamsi (Anchovy),Mediterranean Sea,3,178.89,12.45,1.92,1.94,16,85.74,0.47,42.54,8.38,23.66,24,5000.0,0,180.0
Kalkan (Turbot),Black Sea,2,691.4,39.88,6.32,5.09,2,98.58,0.62,68.63,7.7,21.7,26,2440.68,0,353.18
